"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g12","V","0014065","256","105","106","2","2","0","1","0","1","0","39","136","120","38","12","12","2","0","2","0","0","3","0","0","0","2","0","1","0","5","2","0","0","1","0","0","0","12","35","12","1","1","0","0","0","0","5","8","5","7","15","9","0","10","7","4","18","9","8","0","1","5","9","19","9","20","0","3","4","9","10","7","10","0","1","5","1","5","8","2","0","2","5","2","2","3","3","0","0","0","0","1","1","0","0","3","1","0","0","0","0","32","12","19","11","2","4","5","5","15","18","11","3","18","17","7","6","5","21","13","2","8","2","5","0","5","1","3","2","1","1","1","0","0","0","0","1"
"g12","V","0014066","463","151","197","14","0","0","0","0","1","3","97","246","217","31","11","6","0","1","6","3","0","2","1","2","0","1","3","0","0","3","4","2","1","1","0","0","0","40","25","32","5","4","1","2","0","0","6","5","11","19","11","22","0","4","6","11","19","18","19","0","8","11","8","25","17","35","0","9","4","9","28","14","29","0","3","8","9","12","16","10","0","5","5","7","7","8","7","0","0","1","0","1","3","5","0","1","0","1","2","2","2","32","14","15","10","9","9","23","6","33","26","24","17","14","14","5","12","10","75","23","14","16","8","9","8","7","1","11","2","3","1","3","0","1","2","0","6"
"g12","V","0014069","741","294","269","15","4","1","5","1","2","2","148","372","369","104","27","26","4","2","1","1","0","2","2","2","0","0","1","0","0","3","0","4","0","6","0","3","0","66","87","65","5","3","5","0","0","0","12","26","17","27","19","32","0","20","9","24","37","36","35","0","6","9","21","36","39","31","0","4","11","15","22","36","39","0","10","11","12","22","15","18","0","12","12","10","7","12","7","0","0","1","2","0","3","3","0","3","3","5","3","6","1","56","31","32","23","33","11","26","16","66","23","41","22","23","46","13","18","13","70","37","18","27","17","16","5","12","5","11","7","2","6","1","4","1","2","3","4"
"g12","V","0014071","637","238","230","9","3","0","6","0","2","0","149","356","281","57","22","25","3","8","3","0","1","15","4","8","0","2","6","2","0","3","0","8","2","2","1","0","0","81","108","64","6","2","2","2","0","0","14","16","12","31","26","27","0","13","12","16","19","25","27","0","2","8","30","27","24","42","0","2","6","16","19","22","32","0","11","15","13","15","18","14","0","8","13","8","12","11","11","0","2","2","2","1","1","3","0","1","2","2","1","3","0","44","32","49","12","19","18","22","12","30","16","24","19","29","45","13","23","11","50","53","25","26","6","13","8","11","1","6","7","2","5","2","2","0","1","0","1"
"g12","V","0014073","456","151","181","10","2","2","7","0","3","0","100","252","204","33","12","12","1","0","1","0","1","9","10","4","0","1","2","1","0","5","6","6","1","0","0","0","0","48","93","54","8","2","0","1","0","0","6","8","14","16","14","13","0","6","15","13","15","19","12","0","4","8","13","27","23","37","0","4","11","8","10","16","20","0","4","5","10","12","12","12","0","8","9","4","9","10","5","0","1","2","2","2","5","2","0","2","2","3","1","0","2","42","14","27","12","16","8","16","2","14","38","44","23","19","28","4","8","1","16","29","14","18","13","11","3","3","4","5","11","6","2","0","2","0","2","0","1"
"g12","V","0014075","589","169","314","8","0","1","4","0","2","0","91","286","303","25","17","8","1","5","15","5","2","1","0","0","0","3","6","4","1","2","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","8","7","6","11","18","24","0","3","7","11","19","17","38","0","15","12","18","39","20","51","0","8","5","23","38","19","66","0","10","4","9","11","7","7","0","6","7","5","8","13","4","0","1","1","1","2","3","1","0","2","1","0","0","0","3","22","9","17","10","10","10","12","9","70","29","20","32","16","33","22","19","10","133","13","13","12","4","18","4","5","6","16","4","1","3","1","2","0","2","1","1"
"g12","V","0014078","780","258","358","18","2","1","6","2","3","1","131","359","421","44","31","19","6","12","13","4","1","3","3","1","0","2","4","1","0","7","7","0","0","0","0","1","0","2","4","5","0","2","2","0","0","0","8","7","14","14","21","31","0","12","12","36","29","37","37","0","12","19","30","59","33","28","0","11","16","33","48","35","34","0","13","10","15","15","7","2","0","16","17","14","14","6","2","0","3","6","6","3","2","1","0","1","2","5","3","1","0","37","23","30","8","17","13","21","11","98","48","36","32","19","39","25","26","17","116","35","19","19","10","22","5","6","7","8","8","6","5","4","2","1","1","1","5"
"g12","V","0014080","549","179","251","19","0","1","8","1","1","2","87","252","297","32","16","11","0","9","12","6","1","0","0","0","0","1","2","0","0","2","5","2","0","0","0","0","0","8","12","5","0","1","1","1","0","0","4","5","8","18","10","17","0","6","7","14","23","25","42","0","6","12","12","28","34","29","0","9","10","15","29","17","50","0","10","2","8","13","11","9","0","7","7","5","8","1","6","0","1","2","3","3","4","3","0","0","2","0","6","3","5","34","24","18","13","18","3","13","10","46","39","30","30","14","32","9","14","12","71","28","11","18","3","8","3","4","3","9","4","3","5","3","7","0","1","4","5"
"g12","V","0014082","631","177","316","15","1","2","8","0","4","0","108","317","314","37","30","11","2","9","13","1","1","0","2","0","0","2","1","3","0","0","1","2","0","0","0","0","0","8","11","6","1","3","1","3","0","0","4","6","14","15","26","20","0","7","4","15","19","21","26","0","11","16","26","50","34","26","0","15","17","34","34","26","27","0","10","8","11","14","7","4","0","7","11","12","14","10","0","0","2","2","5","4","2","0","0","4","1","6","2","1","1","18","9","20","6","14","7","16","4","83","38","27","38","21","39","16","28","16","93","19","11","23","5","14","2","11","5","18","8","2","9","0","3","3","4","0","1"
"g12","V","0014084","650","182","323","12","3","1","4","0","5","2","118","317","333","31","29","14","2","6","9","3","0","5","7","0","0","4","9","5","0","1","3","2","0","1","1","1","0","3","4","4","1","1","2","2","1","0","5","10","13","13","16","20","0","5","13","22","10","28","27","0","8","13","24","42","34","41","0","9","17","23","48","22","42","0","6","19","9","11","12","6","0","6","12","11","9","6","11","0","1","3","2","6","1","2","0","1","2","3","2","1","3","23","14","25","11","23","8","11","8","59","32","27","37","16","46","14","25","22","104","25","20","20","12","16","3","5","6","11","7","7","4","1","2","0","1","0","5"
"g12","V","0014085","475","171","203","9","0","0","2","0","0","0","90","229","246","18","16","15","1","17","14","4","1","1","0","0","0","1","0","2","0","1","5","0","0","2","0","0","0","0","1","1","1","2","0","1","0","0","5","2","13","14","20","18","0","11","6","20","18","12","32","0","3","4","13","37","18","29","0","1","4","21","34","17","22","0","7","7","9","13","3","9","0","4","6","12","3","11","6","0","3","1","0","0","0","1","0","2","0","1","2","0","1","11","19","17","10","21","2","13","4","74","18","16","13","8","29","13","19","19","68","13","13","15","6","12","4","7","1","19","2","3","3","0","2","1","0","0","0"
"g12","V","0014086","755","225","412","15","0","2","7","1","2","1","90","366","389","17","30","7","2","12","19","7","0","0","0","0","0","2","4","1","1","4","5","2","1","1","0","0","0","4","1","2","1","0","4","0","0","0","7","5","10","18","23","38","0","3","10","10","30","28","43","0","13","18","25","53","30","60","0","13","19","25","48","34","74","0","6","7","8","12","9","8","0","2","6","8","10","9","5","0","5","3","3","2","0","3","0","1","0","5","3","1","2","22","10","19","9","10","8","10","13","124","52","28","41","14","44","30","19","23","161","24","10","10","3","15","3","9","4","12","8","3","4","2","2","1","2","0","6"
"g12","V","0014089","659","213","317","20","0","1","2","0","3","0","103","322","337","35","38","17","5","11","5","4","0","3","0","0","0","3","4","0","2","1","1","3","0","2","0","0","0","1","0","1","0","2","1","0","0","0","1","5","11","17","20","35","0","8","7","15","27","24","43","0","6","8","18","42","30","57","0","14","5","22","36","33","46","0","13","9","8","13","7","6","0","9","8","8","10","9","3","0","2","2","4","5","3","0","0","2","2","3","1","0","2","14","16","17","15","19","7","6","15","104","38","13","22","13","22","19","28","14","148","30","8","11","10","14","2","4","4","20","2","7","4","1","3","2","1","1","5"
"g12","V","0014090","546","146","297","10","1","1","3","0","4","2","82","261","285","13","25","9","1","7","7","4","2","2","3","1","0","2","7","3","0","0","5","1","0","0","0","1","0","0","1","2","0","2","5","0","0","0","3","6","8","10","11","13","0","4","10","12","20","20","29","0","12","8","17","36","26","47","0","10","15","16","34","25","51","0","7","7","8","10","12","4","0","2","6","4","7","9","6","0","3","2","4","3","3","1","0","0","0","2","1","1","1","23","11","14","5","15","7","10","6","55","29","32","31","10","34","13","27","10","111","15","9","12","6","13","0","10","5","12","4","3","3","2","4","1","0","0","4"
"g12","V","0014091","422","131","205","11","0","1","1","0","3","0","70","199","223","14","15","5","1","6","13","3","0","0","1","0","0","5","1","2","0","2","1","1","0","0","0","0","0","0","4","0","0","1","3","0","0","0","4","7","5","12","16","9","0","3","8","13","27","14","13","0","6","5","18","34","18","13","0","10","7","21","25","23","25","0","10","10","6","7","4","3","0","4","3","9","9","5","0","0","4","1","3","3","1","0","0","0","2","0","0","2","0","13","9","19","10","14","9","15","7","35","23","15","25","17","20","14","19","8","64","15","3","14","9","5","3","4","4","13","6","1","2","2","2","0","1","1","1"
"g12","V","0014092","682","186","371","14","1","1","3","1","3","0","102","329","353","21","33","13","2","8","13","4","0","0","0","0","0","7","6","4","0","5","9","1","0","0","2","0","0","3","2","1","0","2","3","0","0","0","6","4","7","16","16","31","0","4","9","11","18","26","38","0","6","12","20","49","30","66","0","9","11","13","55","34","66","0","11","8","6","14","8","7","0","3","6","10","15","5","9","0","2","1","2","2","3","2","0","1","4","2","2","2","0","22","11","20","5","14","5","8","7","94","26","13","29","26","43","13","23","30","168","15","14","16","8","8","8","9","5","19","5","4","4","4","2","1","0","1","2"
"g12","V","0014218","353","148","122","5","0","1","3","0","2","0","72","178","175","64","27","24","3","1","4","3","0","3","1","0","0","0","5","0","0","3","5","3","0","6","0","1","0","35","40","25","4","1","0","0","0","0","7","7","10","15","10","23","0","9","11","12","16","13","15","0","4","13","3","11","17","12","0","1","10","6","14","10","21","0","10","6","4","7","5","8","0","6","7","7","2","5","5","0","1","3","1","0","0","1","0","0","3","1","0","0","1","31","15","26","12","16","7","12","5","24","14","11","6","21","18","8","15","4","25","24","11","11","6","11","3","5","0","1","5","3","1","0","2","0","0","0","0"
"g12","V","0014221","659","300","198","11","3","2","2","1","0","0","142","355","304","164","38","64","7","1","3","1","1","1","0","1","0","0","0","0","0","4","7","5","0","0","0","0","0","44","69","33","2","5","0","6","0","0","20","19","20","38","32","28","0","21","25","27","17","32","21","0","3","13","14","20","38","28","0","4","14","7","21","14","22","0","12","16","12","14","14","6","0","18","12","12","9","8","9","0","1","2","2","2","0","1","0","2","1","1","4","1","2","56","47","67","31","25","14","22","16","22","23","41","22","29","31","13","16","4","19","41","21","28","16","17","9","5","2","3","8","3","2","2","3","0","0","0","1"
"g12","V","0014226","836","423","236","13","1","0","3","0","1","0","159","440","396","225","38","67","8","4","2","2","0","0","0","0","0","0","0","0","0","9","6","5","0","0","0","0","0","110","124","63","6","1","0","0","0","0","28","30","25","35","45","42","0","45","39","22","37","42","33","0","9","12","21","21","25","43","0","7","8","9","22","16","43","0","16","16","10","14","9","26","0","13","15","6","13","12","9","0","3","6","0","0","1","3","0","2","0","0","1","1","1","84","110","65","30","31","25","23","19","36","33","40","34","28","42","15","11","1","32","55","25","32","14","15","7","5","2","4","6","1","7","1","0","1","0","1","1"
"g12","V","0014228","459","183","176","15","1","2","1","0","2","0","79","215","244","58","23","16","3","6","9","1","1","1","1","0","0","0","0","0","0","2","3","1","0","0","0","0","0","16","14","24","3","1","1","0","1","0","9","5","12","18","15","18","0","13","10","10","22","21","30","0","9","7","17","20","15","21","0","6","11","14","19","17","20","0","6","5","6","8","7","6","0","7","7","11","5","5","6","0","0","1","4","5","0","1","0","3","0","2","1","3","1","31","17","27","6","11","8","11","10","62","20","15","20","24","17","7","9","6","58","16","15","13","4","6","5","13","3","4","4","4","6","0","4","2","0","0","1"
"g12","V","0014229","653","295","229","17","0","1","1","1","5","2","102","322","331","129","40","27","4","2","1","0","0","0","1","0","0","3","1","0","0","6","3","2","1","7","0","0","0","36","32","30","3","6","1","2","0","0","12","12","24","30","27","26","0","18","19","28","39","29","31","0","8","13","15","39","29","18","0","7","11","13","25","21","30","0","7","10","13","14","7","8","0","8","6","11","8","4","6","0","2","1","2","2","2","1","0","2","1","5","3","4","2","32","43","41","33","26","17","29","11","63","23","8","22","18","43","16","24","8","67","31","15","15","6","14","4","5","2","10","7","2","4","1","6","0","2","1","4"
"g12","V","0014234","884","320","367","16","4","1","3","1","2","1","169","465","419","123","44","47","7","8","9","0","0","6","5","7","0","0","5","4","0","4","2","2","0","2","2","0","0","49","75","50","4","7","4","1","0","0","21","20","23","28","25","37","0","21","26","26","25","26","42","0","6","13","19","48","35","62","0","8","16","16","45","34","65","0","11","20","19","25","13","20","0","18","8","8","8","10","9","0","3","2","4","5","4","2","0","0","0","3","1","2","2","58","33","47","21","28","21","24","8","80","32","27","43","29","64","17","23","17","115","45","22","18","15","28","9","8","3","21","8","6","2","0","2","4","2","0","4"
"g12","V","0014235","563","256","192","14","1","2","0","0","2","2","94","282","281","115","25","38","4","5","5","1","2","2","3","0","0","1","4","1","0","2","4","0","0","1","0","0","0","26","29","15","2","5","2","6","1","0","16","14","19","24","25","20","0","15","21","19","25","27","31","0","6","13","7","24","20","30","0","8","10","12","21","16","25","0","10","4","11","9","10","9","0","8","12","8","5","5","3","0","1","1","1","2","5","1","0","1","2","0","1","4","2","41","61","34","20","17","8","15","11","49","28","26","24","13","24","8","9","10","50","37","10","25","2","8","1","3","1","7","1","2","6","3","3","0","1","1","4"
"g12","V","0014236","841","428","232","11","1","2","2","1","2","1","161","440","401","218","41","56","8","8","4","1","0","9","6","11","0","1","0","1","1","8","6","6","1","2","0","4","0","51","50","30","2","5","0","4","0","0","18","31","36","34","41","44","0","31","43","36","32","43","39","0","7","23","22","30","27","30","0","6","15","16","13","24","19","0","17","9","18","18","14","14","0","13","18","12","13","9","6","0","1","2","0","2","1","1","0","1","1","4","3","3","1","69","67","80","32","25","24","38","8","85","43","36","31","21","25","10","18","5","43","56","20","42","13","7","6","8","2","7","5","3","3","2","1","0","3","0","3"
"g12","V","0014237","585","230","191","12","0","1","7","0","2","0","142","306","279","103","29","44","7","2","2","0","0","1","1","0","0","0","0","1","0","5","9","8","0","1","0","3","0","25","60","31","3","7","1","6","1","0","10","19","14","21","26","19","0","15","33","17","17","25","14","0","5","18","15","19","30","22","0","6","11","7","19","20","19","0","14","22","13","7","7","10","0","10","24","10","8","11","6","0","2","4","3","0","3","3","0","1","4","0","1","0","1","68","39","42","13","11","9","18","7","23","28","25","14","16","38","13","9","8","40","53","27","23","12","13","5","4","0","5","9","3","3","0","0","1","0","3","3"
"g12","V","0014239","425","157","153","9","2","1","4","0","0","0","99","237","188","70","15","24","5","2","1","0","0","0","0","0","0","1","0","1","1","7","6","5","0","0","0","0","0","26","63","35","2","3","1","2","0","0","7","12","16","15","17","11","0","9","20","16","8","18","8","0","6","8","11","25","23","22","0","2","7","6","15","13","15","0","15","6","13","9","7","7","0","6","17","4","4","6","5","0","1","2","1","1","0","2","0","3","1","2","2","0","1","36","20","34","10","8","8","11","10","20","23","17","14","10","26","7","19","6","31","35","8","22","8","7","3","6","0","10","6","5","1","2","0","0","1","1","0"
"g12","V","0014241","802","307","276","20","1","1","5","1","2","0","189","427","375","127","20","39","6","3","2","6","0","9","10","5","0","1","1","4","0","12","11","12","1","3","3","1","0","54","106","62","9","5","3","3","0","0","13","24","14","19","20","45","0","19","38","24","25","22","44","0","3","21","14","33","31","63","0","6","9","14","17","24","41","0","11","11","15","14","20","37","0","21","19","2","3","19","17","0","1","4","2","1","4","7","0","2","5","0","0","2","2","77","40","55","24","25","9","17","10","50","55","46","37","15","40","11","19","6","47","82","23","37","6","16","6","4","4","11","13","6","4","2","2","0","0","1","2"
"g12","V","0014242","386","161","128","12","3","0","1","0","1","0","80","207","179","47","9","20","2","3","1","0","0","8","4","1","0","1","1","0","0","4","6","1","0","0","0","1","0","41","51","37","7","1","0","0","0","0","9","9","11","19","17","12","0","13","11","16","7","13","24","0","3","8","10","16","16","23","0","2","3","10","13","10","14","0","6","5","9","6","6","9","0","11","6","6","10","5","1","0","1","2","3","4","2","1","0","0","1","2","1","0","0","32","24","27","11","15","5","14","4","29","14","16","15","16","19","7","10","6","25","24","13","19","6","9","5","1","0","3","6","4","2","3","1","0","1","0","0"
"g12","V","0014244","494","196","156","13","2","2","6","0","1","0","118","250","244","118","17","44","7","1","2","0","0","5","2","0","0","0","0","0","0","1","4","7","0","0","0","0","0","21","68","36","6","3","1","3","1","0","14","12","13","18","15","15","0","16","18","15","23","17","20","0","2","6","8","21","25","24","0","5","9","9","13","14","20","0","13","7","4","9","13","15","0","12","12","9","10","9","5","0","1","8","1","2","0","4","0","1","2","3","2","0","0","39","13","43","16","23","11","17","4","30","18","22","11","18","34","6","8","5","34","43","11","25","9","11","5","3","4","7","10","4","4","2","0","1","0","1","2"
"g12","V","0014247","349","134","126","12","1","0","5","0","1","0","70","200","149","52","14","16","2","1","3","0","0","0","3","1","0","0","0","0","0","0","6","1","2","1","0","0","0","40","73","36","8","4","1","1","0","0","6","13","7","13","14","19","0","6","7","9","9","13","18","0","3","9","9","9","14","33","0","1","7","13","9","8","11","0","7","7","7","5","3","11","0","1","4","9","7","5","4","0","4","1","2","2","1","1","0","1","3","2","0","0","2","21","12","17","11","8","6","18","7","34","17","8","14","13","23","10","19","7","15","25","6","8","5","10","3","8","0","5","4","5","5","0","2","1","1","1","0"
"g12","V","0014249","594","245","205","13","1","3","1","1","0","2","123","320","274","44","19","17","3","3","1","1","0","1","0","0","0","3","0","0","0","9","12","6","0","13","0","9","1","104","108","67","13","1","0","0","0","0","15","17","15","24","16","29","0","14","18","19","22","20","36","0","4","6","22","25","26","38","0","2","9","11","20","16","26","0","7","8","16","8","14","16","0","10","10","10","8","5","11","0","0","5","0","3","3","3","0","1","1","1","3","1","0","64","16","50","12","17","18","18","1","49","32","26","21","14","34","16","16","9","37","36","19","14","13","16","6","7","3","9","5","3","4","2","3","1","2","0","1"
"g12","V","0014250","488","173","186","11","1","4","4","0","0","0","109","283","205","14","6","5","0","0","4","0","0","3","0","1","0","1","0","1","0","6","6","1","0","21","6","14","1","73","101","60","10","1","1","2","0","0","14","13","11","15","16","30","0","8","6","24","11","16","9","0","4","8","8","21","22","40","0","1","10","16","17","19","20","0","6","9","7","13","12","21","0","9","4","4","8","11","5","0","3","1","2","2","3","2","0","1","2","2","0","0","2","42","26","33","13","21","10","12","5","11","21","19","22","24","33","11","26","3","27","36","21","15","4","14","6","5","3","5","7","5","3","0","0","3","1","0","1"
"g12","V","0014251","395","125","142","14","1","2","3","1","3","1","103","209","186","60","12","25","5","3","0","3","0","0","1","0","0","0","3","1","0","3","6","2","0","0","0","0","0","15","58","43","6","2","4","3","0","0","1","1","10","8","14","15","0","14","9","11","13","11","18","0","3","4","9","17","19","28","0","4","4","5","13","19","17","0","10","15","8","9","11","10","0","6","5","10","4","9","6","0","2","4","3","1","2","5","0","0","1","1","4","2","0","23","8","25","7","11","7","6","4","34","17","19","9","11","22","5","9","3","47","36","15","15","6","15","1","5","0","10","7","5","1","1","3","4","1","0","3"
"g12","V","0014252","453","186","171","8","2","1","2","0","1","0","82","250","203","65","18","15","2","0","0","3","0","0","0","1","0","0","0","0","0","1","9","6","0","1","0","1","0","67","86","37","6","1","0","1","0","0","11","9","11","25","18","22","0","16","11","14","15","19","15","0","2","8","20","15","27","29","0","6","9","5","18","12","20","0","6","7","3","8","10","10","0","10","9","3","8","5","3","0","1","1","1","2","2","2","0","1","1","0","2","1","0","46","12","19","15","18","10","16","7","43","16","22","13","25","38","7","11","7","32","27","11","12","6","6","6","7","3","4","2","0","5","1","0","0","2","2","2"
"g12","V","0014257","674","191","307","11","1","3","1","1","0","1","158","399","275","48","14","11","2","1","4","0","0","1","1","2","0","0","0","0","0","10","17","12","1","2","0","1","1","88","199","115","7","4","6","0","0","0","11","12","19","19","22","24","0","11","15","17","9","12","20","0","7","11","27","41","36","56","0","5","17","18","22","27","40","0","13","17","20","13","10","27","0","10","11","9","7","7","14","0","3","1","2","4","1","3","0","1","0","0","2","1","0","38","13","23","11","19","12","22","11","42","25","20","34","29","72","27","21","13","66","24","17","35","12","13","12","16","7","22","7","1","2","0","1","0","2","2","3"
"g12","V","0014274","778","278","343","17","3","0","4","0","2","0","131","385","393","40","33","12","5","10","12","4","0","1","1","1","0","3","2","0","0","2","5","5","0","0","1","0","0","19","9","14","2","3","8","2","0","0","6","11","17","26","38","31","0","11","12","14","34","35","43","0","10","15","31","52","29","39","0","14","14","31","41","28","39","0","9","14","18","17","4","6","0","9","15","13","14","6","6","0","0","0","3","2","4","3","0","3","0","4","4","2","1","24","15","29","16","28","15","27","14","110","41","17","33","20","48","17","29","12","126","25","20","24","10","16","5","12","5","14","7","2","1","3","6","0","2","0","5"
"g12","V","0014275","518","170","211","9","0","3","0","0","0","2","123","288","230","27","6","8","0","6","8","4","0","1","0","0","0","2","1","3","0","11","10","6","0","2","0","1","0","70","111","78","7","3","0","1","0","0","9","5","13","15","18","24","0","8","10","15","17","13","23","0","6","11","15","35","31","28","0","3","15","15","16","13","23","0","5","10","10","18","13","17","0","9","6","10","8","6","11","0","0","0","2","2","0","1","0","0","1","2","2","3","1","24","16","18","7","16","13","22","6","48","19","13","13","19","48","8","23","7","61","25","11","18","9","20","9","6","7","18","2","2","0","1","3","0","1","2","3"
"g12","V","0014277","445","143","203","18","1","0","6","0","3","1","70","210","235","19","13","9","5","6","9","0","0","0","0","1","0","0","3","1","0","0","5","3","1","3","1","0","0","4","0","2","0","4","0","1","1","0","1","5","12","11","16","14","0","1","18","12","15","20","18","0","6","13","25","24","15","20","0","6","10","13","27","16","28","0","2","5","4","9","8","5","0","4","11","4","7","4","7","0","2","6","1","3","3","0","0","3","3","0","6","0","2","19","20","16","6","18","11","5","5","43","35","21","19","12","26","18","11","11","50","19","12","10","2","7","5","5","2","8","8","6","2","3","4","0","2","1","3"
"g12","V","0014278","409","118","216","11","0","1","2","0","0","0","61","207","202","20","13","9","2","2","5","0","0","0","4","0","0","0","3","2","0","2","3","3","0","1","1","0","0","1","2","1","0","3","2","0","0","0","7","2","8","11","13","19","0","7","3","10","5","15","18","0","2","9","11","29","20","33","0","6","8","10","33","18","37","0","3","12","4","5","7","3","0","5","5","3","6","6","2","0","4","0","1","1","3","0","0","0","1","1","2","1","0","15","6","21","3","10","2","7","7","47","23","18","16","14","19","13","21","7","85","15","10","11","4","9","3","3","3","3","7","1","2","0","2","0","1","1","0"
"g12","V","0014282","150","63","54","3","0","1","2","0","0","0","27","74","76","19","8","2","1","4","2","0","0","5","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","5","4","7","0","0","0","1","0","0","0","4","3","10","4","6","0","8","3","5","9","3","8","0","1","1","4","6","4","9","0","3","5","4","6","6","5","0","2","6","2","3","4","1","0","0","4","1","2","1","1","0","1","1","1","0","1","0","0","1","0","0","1","0","0","19","13","7","2","4","1","7","0","10","11","5","4","2","9","2","6","5","10","9","5","5","2","2","2","0","1","1","4","2","0","0","0","0","0","0","0"
"g12","V","0014285","45","12","14","2","0","1","0","0","0","0","16","21","24","6","0","4","2","0","1","0","0","0","0","2","0","0","0","0","0","1","1","2","0","0","0","0","0","0","1","3","1","0","1","0","0","0","2","0","0","1","2","1","0","1","0","2","1","1","1","0","0","1","2","0","2","1","0","1","1","0","2","1","3","0","3","1","1","0","3","0","0","3","0","2","2","1","0","0","0","0","0","1","0","0","0","0","0","1","0","1","0","6","1","0","2","0","1","0","1","1","2","3","1","3","2","0","0","1","2","5","2","6","0","0","1","1","0","1","0","1","1","0","0","0","0","1","0"
"g12","V","0014291","97","40","41","3","0","3","1","0","0","0","9","46","51","15","6","3","2","4","0","1","0","0","0","0","0","2","0","0","0","0","3","0","0","0","0","0","0","1","2","1","3","0","0","0","0","0","3","2","1","0","9","2","0","2","5","2","6","4","4","0","3","3","0","7","4","5","0","3","2","2","5","3","4","0","0","1","0","1","2","0","0","3","0","0","1","1","0","0","1","1","0","0","0","1","0","1","2","0","1","0","0","6","5","6","1","2","1","2","1","16","9","3","1","2","7","1","2","0","16","3","0","2","0","1","0","1","1","1","3","1","1","1","0","0","0","0","1"
"g12","V","0014293","295","132","76","1","2","2","3","0","0","1","78","143","152","72","18","29","3","0","2","0","0","0","2","2","0","0","0","0","0","2","2","3","0","0","0","0","0","20","20","27","1","4","0","0","0","0","6","11","12","14","11","5","0","10","15","13","16","14","5","0","4","6","7","4","5","13","0","4","4","4","7","6","12","0","7","8","6","8","7","4","0","7","3","9","6","8","5","0","0","1","1","1","1","1","0","2","1","0","1","0","0","32","11","29","9","12","6","11","3","19","12","9","7","11","13","3","6","3","12","28","8","14","3","12","7","3","2","1","6","1","1","0","0","0","0","0","1"
"g12","V","0014295","470","227","139","9","1","1","2","0","0","1","90","224","246","136","18","35","5","3","6","0","0","1","0","0","0","0","0","0","0","1","5","3","0","0","0","0","0","17","21","29","2","0","0","1","0","0","9","16","15","25","15","18","0","18","27","15","14","25","30","0","7","4","10","18","16","20","0","3","4","8","14","9","26","0","10","5","9","8","3","10","0","15","8","5","5","7","5","0","0","2","0","2","1","1","0","4","0","2","1","1","0","40","36","39","15","19","10","14","9","45","20","9","22","10","12","6","9","5","46","38","12","15","4","7","6","3","1","4","8","4","0","0","1","0","0","0","1"
"g12","V","0014297","688","246","267","17","3","1","7","0","2","0","145","366","322","94","39","32","3","3","13","2","2","3","4","3","0","0","0","1","0","2","4","4","0","0","0","0","0","55","66","45","9","2","4","3","0","0","12","22","11","12","27","25","0","10","19","12","37","21","38","0","9","16","24","33","34","36","0","6","11","14","29","24","31","0","18","14","12","12","19","15","0","12","8","8","13","9","5","0","1","2","0","5","4","3","0","3","3","4","2","3","0","48","26","41","18","23","16","9","9","56","31","35","35","19","42","23","21","6","55","35","24","24","12","10","10","12","6","12","11","6","5","2","2","1","3","0","0"
"g12","V","0014298","390","156","130","9","1","0","2","0","2","1","89","213","177","45","16","14","1","1","3","2","0","15","5","7","0","0","1","0","0","6","3","1","1","1","0","1","0","39","54","37","5","1","2","2","1","0","15","4","14","15","20","18","0","7","7","11","19","12","14","0","2","6","8","14","24","19","0","2","8","6","12","11","18","0","8","6","5","9","7","8","0","9","3","7","13","6","8","0","3","3","2","2","0","1","0","2","1","0","1","0","0","39","21","25","14","18","10","7","4","18","16","25","9","10","24","6","7","2","31","22","15","14","5","13","4","6","2","8","9","2","2","0","1","0","1","0","0"
