"election","type","srprec","totreg_r","dem","rep","aip","paf","msc","lib","nlp","grn","ref","dcl","male","female","hispdem","hisprep","hispdcl","hispoth","jewdem","jewrep","jewdcl","jewoth","kordem","korrep","kordcl","koroth","jpndem","jpnrep","jpndcl","jpnoth","chidem","chirep","chidcl","chioth","inddem","indrep","inddcl","indoth","vietdem","vietrep","vietdcl","vietoth","fildem","filrep","fildcl","filoth","demmunk","demm1824","demm2534","demm3544","demm4554","demm5564","demm65pl","demfunk","demf1824","demf2534","demf3544","demf4554","demf5564","demf65pl","repmunk","repm1824","repm2534","repm3544","repm4554","repm5564","repm65pl","repfunk","repf1824","repf2534","repf3544","repf4554","repf5564","repf65pl","dclmunk","dclm1824","dclm2534","dclm3544","dclm4554","dclm5564","dclm65pl","dclfunk","dclf1824","dclf2534","dclf3544","dclf4554","dclf5564","dclf65pl","othmunk","othm1824","othm2534","othm3544","othm4554","othm5564","othm65pl","othfunk","othf1824","othf2534","othf3544","othf4554","othf5564","othf65pl","dreg1g","dreg2g","dreg3g","dreg4g","dreg5g","dreg6g","dreg7g","dreg8g","dreg9g","rreg1g","rreg2g","rreg3g","rreg4g","rreg5g","rreg6g","rreg7g","rreg8g","rreg9g","ireg1g","ireg2g","ireg3g","ireg4g","ireg5g","ireg6g","ireg7g","ireg8g","ireg9g","oreg1g","oreg2g","oreg3g","oreg4g","oreg5g","oreg6g","oreg7g","oreg8g","oreg9g"
"g12","V","0002017","846","194","460","13","0","1","10","0","2","0","166","447","399","19","28","9","2","14","26","15","2","0","9","3","1","3","5","1","0","6","11","24","0","25","12","20","0","2","12","3","0","4","1","2","0","0","7","10","12","24","21","11","0","10","9","24","34","20","12","0","12","19","40","92","48","31","1","20","16","52","81","26","22","0","15","11","12","33","26","9","0","8","6","9","18","14","5","0","3","0","6","5","0","0","0","5","1","2","4","0","0","36","14","41","11","25","9","19","5","34","51","44","48","29","77","39","90","12","70","36","19","30","19","18","7","22","4","11","9","3","3","0","5","1","3","1","1"
"g12","V","0002020","617","244","218","20","2","2","4","0","0","1","126","297","320","84","36","38","6","2","5","3","0","3","0","3","0","0","1","1","0","2","5","7","1","4","0","0","0","8","7","8","2","11","8","12","0","0","10","17","17","19","22","18","0","16","20","16","21","29","39","0","6","17","12","19","20","38","0","8","10","8","16","22","42","0","11","10","13","12","11","9","0","9","8","5","9","14","15","0","2","3","3","2","5","1","0","3","3","2","1","3","1","71","21","39","15","18","11","13","8","48","26","19","19","22","19","12","21","5","75","46","18","22","12","9","3","5","3","8","10","6","3","1","1","1","1","1","5"
"g12","V","0002023","649","270","223","17","0","3","5","0","6","1","124","313","336","96","35","29","9","5","3","1","0","1","2","3","1","2","4","0","0","0","3","6","0","3","2","3","1","11","14","6","1","9","9","4","1","0","7","17","12","26","26","28","0","17","25","17","24","32","39","0","8","11","15","29","23","28","0","4","10","11","26","21","37","0","10","15","9","17","10","8","0","9","9","13","5","12","7","0","1","3","5","1","1","3","0","1","5","3","4","3","2","68","21","57","20","17","9","18","8","52","24","32","21","18","20","14","19","12","63","47","13","22","9","13","3","8","4","5","10","6","4","1","5","1","0","2","3"
"g12","V","0002024","709","189","341","19","0","0","3","1","3","0","153","369","340","34","33","12","3","11","14","5","4","6","7","3","0","1","5","1","0","8","10","22","0","16","4","8","1","8","24","7","2","2","4","8","1","0","7","3","17","36","20","11","0","9","6","19","36","22","3","0","15","9","41","72","32","12","0","11","8","46","65","20","10","0","10","5","15","29","12","6","0","7","5","27","28","8","1","0","6","4","2","4","1","0","0","4","0","2","2","1","0","33","10","30","8","25","18","38","19","8","56","33","22","9","58","30","63","44","26","40","14","27","12","28","8","12","9","3","14","1","3","2","3","0","2","1","0"
"g12","V","0002025","612","324","135","9","0","0","4","0","3","1","136","286","326","194","36","57","5","6","6","1","1","0","0","0","0","2","2","0","1","4","1","0","0","4","0","1","0","12","8","15","1","11","5","2","0","0","15","14","18","39","27","21","0","28","45","29","35","28","25","0","5","7","5","22","19","18","0","9","4","15","10","7","14","0","15","10","8","12","14","5","0","22","7","11","16","11","5","0","1","4","4","2","1","0","0","1","0","0","0","3","1","65","71","51","24","23","15","12","8","55","19","19","15","8","12","7","15","6","34","46","18","24","13","10","4","6","4","11","6","1","4","0","3","1","0","1","1"
"g12","V","0002030","683","242","276","24","1","2","2","1","1","0","134","366","317","55","34","35","1","4","4","2","2","1","3","3","0","2","1","1","0","9","3","9","0","16","2","7","1","14","36","11","5","6","15","13","0","0","8","18","21","23","23","25","0","9","13","18","20","29","35","0","5","14","17","27","31","58","0","9","9","19","23","25","39","0","16","13","18","12","10","10","0","10","11","11","9","6","8","0","2","1","6","3","1","4","0","2","3","4","4","0","1","42","22","31","18","31","10","25","8","55","42","18","38","23","30","18","33","6","68","43","21","22","8","17","7","6","2","8","10","8","3","1","6","1","0","0","2"
"g12","V","0002031","370","154","144","5","2","2","2","0","1","0","60","180","190","58","23","9","1","2","2","0","0","0","0","1","0","0","3","1","0","4","3","3","0","0","0","2","0","12","14","7","1","6","5","3","0","0","7","13","12","12","10","19","0","5","12","11","15","19","19","0","2","9","10","11","14","16","0","3","9","6","15","20","29","0","4","7","7","9","7","3","0","5","1","6","3","5","3","0","2","1","0","2","1","2","0","0","0","0","1","1","2","37","16","26","12","14","3","7","9","30","17","25","21","10","20","9","8","7","27","22","7","10","7","7","1","0","0","6","4","3","2","0","2","0","0","0","1"
"g12","V","0002033","706","297","251","13","2","1","0","0","3","1","138","348","358","119","39","52","6","6","9","2","1","1","0","0","1","6","4","0","0","6","0","3","0","1","0","1","0","19","27","16","1","3","2","8","0","0","6","12","34","33","30","25","0","23","23","24","30","30","27","0","5","14","12","27","25","41","0","7","10","19","25","24","42","0","13","10","11","13","11","13","0","12","16","6","17","8","8","0","1","3","2","1","2","4","0","0","1","2","0","1","3","63","35","48","15","23","22","16","11","64","43","30","27","17","28","9","14","3","80","42","28","17","15","18","2","7","4","5","7","2","7","3","0","1","0","0","0"
"g12","V","0002034","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g12","V","0002035","623","242","230","12","1","0","1","0","1","1","135","296","327","68","24","33","3","8","6","6","1","2","0","3","0","4","8","0","0","2","4","0","0","4","0","2","0","8","14","17","3","4","8","6","1","0","9","16","14","19","23","29","0","19","13","18","21","24","37","0","7","9","10","24","25","31","0","4","11","20","21","26","42","0","5","8","17","11","14","14","0","15","14","9","8","12","8","0","1","1","1","4","1","3","0","2","1","0","0","2","0","47","34","40","10","10","9","12","8","72","43","17","17","20","20","8","18","9","78","51","19","12","8","8","11","8","3","15","6","0","3","1","2","0","2","0","2"
"g12","V","0002036","563","168","299","14","0","0","4","0","0","2","76","267","296","41","45","11","2","15","11","1","0","0","0","0","0","0","0","1","2","2","2","1","0","2","2","4","0","6","6","1","1","1","1","0","0","0","5","8","7","10","13","20","0","5","12","18","18","31","21","0","11","16","18","43","34","29","0","4","18","25","40","42","19","0","7","6","12","8","6","3","0","4","10","9","6","2","3","0","0","2","3","2","3","1","0","0","3","0","3","3","0","18","17","18","13","16","7","12","8","59","27","18","28","16","34","22","26","18","110","21","4","15","7","13","4","5","2","5","3","4","1","1","3","3","0","0","5"
"g12","V","0002037","531","104","323","8","0","0","2","0","1","0","93","246","285","17","22","9","4","5","12","3","1","6","2","5","0","1","2","3","1","2","1","2","0","1","1","5","0","0","2","4","0","1","1","1","0","0","2","5","6","4","20","14","0","4","6","8","6","14","15","0","8","13","17","33","29","51","0","9","18","20","38","32","55","0","4","4","3","9","10","10","0","7","11","8","9","10","8","0","2","1","0","0","0","1","0","2","1","0","0","3","1","16","8","13","9","13","3","5","3","34","45","25","37","25","44","14","26","9","98","13","15","23","7","8","3","11","2","11","5","1","2","1","1","0","1","0","0"
"g12","V","0002038","740","112","514","14","0","0","7","0","1","1","91","375","365","5","27","11","2","13","23","3","1","0","2","0","0","1","4","1","0","0","8","3","0","4","11","3","0","0","0","1","0","1","1","3","0","0","1","5","6","6","14","10","0","3","4","5","17","20","21","0","19","25","23","70","56","79","0","26","21","25","71","47","52","0","10","4","2","16","7","9","0","10","4","10","6","8","5","0","4","1","1","3","1","3","0","2","1","3","2","1","1","23","6","8","5","10","11","7","5","37","60","53","48","28","61","35","52","34","143","29","12","9","7","12","4","4","2","12","7","6","3","2","2","1","0","0","2"
"g12","V","0002039","678","209","337","15","0","0","4","0","3","0","110","312","366","25","23","3","1","9","11","6","0","2","0","2","0","2","3","4","0","2","10","4","0","16","8","9","0","1","3","2","0","5","1","2","1","0","3","7","10","17","24","31","0","8","10","14","20","34","31","0","5","11","12","46","38","48","0","10","13","15","38","45","56","0","6","14","10","5","7","9","0","7","9","14","8","15","6","0","1","2","1","2","1","2","0","2","3","1","2","4","1","26","18","22","13","21","11","24","11","63","35","25","32","16","49","22","31","18","109","29","15","16","8","11","7","5","4","15","3","4","10","0","4","0","1","0","0"
"g12","V","0002040","740","204","418","20","0","0","3","0","0","0","95","371","369","32","43","17","5","3","18","2","1","2","0","0","0","2","2","2","0","2","3","1","0","2","0","2","0","0","5","0","0","7","2","1","0","0","9","10","11","10","28","21","0","7","9","13","26","23","37","0","14","20","30","60","42","45","0","9","21","37","42","51","47","0","6","13","15","8","7","6","0","4","4","11","10","4","7","0","6","2","2","1","4","1","0","2","1","1","2","1","0","23","15","18","16","19","9","8","6","90","34","41","29","20","46","19","37","25","167","19","11","7","9","15","7","4","5","18","9","6","2","1","1","1","2","0","1"
"g12","V","0002042","604","203","253","20","1","2","6","0","6","3","110","259","345","63","41","21","4","12","8","3","0","0","0","0","0","0","2","1","0","1","2","1","0","1","0","0","0","0","0","3","0","3","1","0","2","0","8","10","10","17","16","12","0","13","17","24","22","29","25","0","7","14","23","22","30","21","0","13","14","31","25","30","23","0","5","11","12","8","7","3","0","9","16","15","12","9","3","0","2","6","2","8","4","1","0","4","2","2","2","3","2","48","17","40","10","25","10","11","9","33","46","24","37","17","35","20","15","13","46","32","15","16","7","10","3","7","6","14","10","9","3","1","6","0","2","1","6"
"g12","V","0002047","560","150","304","9","0","0","0","0","1","1","95","282","278","11","20","11","1","6","8","4","0","1","2","3","0","1","6","0","0","2","6","1","0","4","2","3","0","1","1","5","0","0","1","0","0","0","3","4","9","19","13","23","0","5","9","14","17","19","15","0","7","12","19","33","39","48","0","3","7","19","30","32","55","0","6","5","8","10","11","9","0","5","6","8","11","7","9","0","0","0","1","2","0","1","0","3","1","0","1","0","2","24","5","29","10","18","8","10","9","37","49","21","27","12","39","16","27","11","102","19","9","18","2","17","8","10","4","8","2","3","0","0","5","0","0","0","1"
"g12","V","0002048","746","190","376","19","2","1","7","0","3","0","148","373","373","34","33","12","3","6","12","7","0","1","2","2","0","2","5","2","0","2","10","9","1","8","2","2","1","0","7","0","1","3","4","1","0","0","7","7","5","17","24","25","0","1","11","14","28","27","24","0","10","15","20","43","37","62","0","7","26","22","43","39","52","0","10","11","9","11","23","24","0","5","13","7","14","10","11","0","2","3","2","1","4","1","0","1","5","5","1","2","5","46","20","19","11","26","8","12","9","39","64","33","34","17","45","25","29","15","114","29","17","16","15","21","11","12","7","20","9","7","5","0","4","1","1","0","5"
"g12","V","0002049","576","156","327","12","2","0","2","0","1","0","76","295","281","33","45","17","2","3","10","3","0","2","2","0","0","2","4","2","0","0","5","4","0","10","10","7","1","4","6","0","1","0","0","0","0","0","5","5","13","12","19","11","0","9","12","18","12","29","11","0","10","12","37","40","41","29","0","16","7","36","32","48","19","0","10","7","7","9","8","6","0","1","7","6","6","9","0","0","6","1","3","0","3","1","0","0","0","2","0","0","1","29","9","19","8","16","9","13","5","48","41","31","28","14","70","23","25","7","88","12","14","9","3","17","1","4","3","13","6","4","1","1","1","0","2","0","2"
"g12","V","0002051","670","185","363","9","0","0","4","0","0","2","107","301","369","19","15","4","2","12","14","9","0","5","0","3","0","3","4","0","0","5","8","4","0","5","3","6","2","2","1","3","0","0","2","1","0","0","3","7","6","15","17","31","0","3","4","12","16","35","36","0","7","11","18","22","40","58","0","8","9","12","37","47","94","0","3","9","9","10","19","9","0","5","9","4","6","8","16","0","1","1","1","1","2","1","0","0","2","3","0","1","2","35","18","30","8","19","7","15","14","39","70","35","36","20","47","16","24","14","101","29","11","17","6","10","5","3","6","20","3","5","1","1","2","2","0","0","1"
"g12","V","0002054","499","163","216","12","1","1","2","1","6","0","97","250","249","28","26","12","5","3","1","1","0","8","7","10","0","0","4","1","0","1","13","8","0","3","5","1","0","11","19","11","2","3","8","3","1","0","1","12","8","11","19","26","0","5","10","13","11","24","23","0","4","5","19","23","29","32","0","6","7","10","21","29","31","0","2","6","9","7","13","12","0","7","6","10","7","5","13","0","0","2","4","2","2","2","0","1","1","0","4","3","2","21","17","25","15","15","8","12","7","43","24","24","25","19","37","8","16","15","48","19","9","17","6","15","5","8","5","13","4","3","5","3","4","2","2","0","0"
"g12","V","0002055","457","226","125","9","0","1","3","0","1","0","92","217","240","145","37","54","4","2","1","0","0","0","0","0","0","0","1","0","0","0","3","1","0","1","1","0","0","3","5","0","0","2","2","5","0","0","8","19","16","24","22","11","0","16","23","13","23","31","20","0","3","9","10","14","12","14","0","6","7","9","19","10","12","0","4","14","15","6","5","3","0","8","18","10","3","5","1","0","3","1","0","1","2","1","0","0","0","1","0","4","1","45","48","43","16","13","6","17","15","23","17","15","26","19","16","9","5","2","16","23","17","24","8","6","2","8","2","2","4","3","3","1","0","1","1","0","1"
"g12","V","0002059","756","188","415","17","0","2","5","1","2","4","122","370","386","34","23","15","4","17","19","4","0","1","5","1","0","1","3","1","0","0","13","1","0","0","1","2","3","2","4","2","0","2","5","0","1","0","5","3","8","21","21","25","0","7","11","10","14","20","43","0","8","14","25","45","48","71","0","9","9","18","43","61","64","0","8","12","1","10","10","18","0","5","8","9","16","12","13","0","6","1","0","3","1","6","0","2","1","0","3","4","4","35","20","27","5","16","11","15","9","50","57","26","26","34","44","20","50","18","140","35","16","14","8","14","9","6","2","18","10","3","3","2","1","0","2","0","10"
"g12","V","0002060","453","108","260","7","0","0","2","2","0","1","73","231","222","27","27","7","2","4","15","5","1","0","4","1","1","0","3","3","0","1","5","3","1","8","2","3","0","0","6","2","0","0","0","0","0","0","5","5","7","9","15","8","0","4","5","10","15","13","12","0","6","10","12","25","38","39","0","12","9","13","29","30","37","0","7","8","6","6","8","12","0","1","3","8","10","3","1","0","0","1","0","1","1","2","0","0","1","2","0","1","3","11","10","23","7","11","8","10","3","25","29","27","21","12","42","17","14","10","88","12","10","18","6","7","7","5","3","5","0","3","5","1","1","0","0","0","2"
"g12","V","0002061","1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"g12","V","0002069","717","211","370","16","3","2","1","0","0","0","114","324","393","40","37","14","3","7","9","10","1","4","3","2","0","2","3","2","0","4","13","6","1","3","0","4","1","5","7","8","0","7","1","0","0","0","3","16","10","11","25","15","0","4","9","12","27","33","46","0","16","17","35","39","38","32","0","10","14","34","38","43","54","0","5","8","8","8","12","15","0","6","11","11","9","11","10","0","1","0","5","1","3","1","0","1","3","2","0","1","4","50","22","26","19","16","13","14","9","42","52","44","41","15","57","23","22","22","94","25","13","21","9","14","6","4","2","20","8","3","4","0","5","1","0","0","1"
"g12","V","0002070","606","136","355","8","2","0","3","0","1","0","101","280","326","8","18","11","0","10","26","2","0","1","0","3","0","3","5","1","0","3","11","9","0","5","4","4","0","1","4","1","0","4","2","0","1","0","1","8","7","4","21","16","0","2","5","8","20","23","21","0","5","7","11","40","40","65","0","11","15","17","30","48","66","0","4","6","6","10","12","13","0","4","8","5","6","15","12","0","1","0","1","1","0","1","0","2","1","3","1","1","2","15","8","23","9","16","8","11","6","40","38","22","46","15","42","12","34","21","125","17","17","7","7","12","11","7","5","18","3","3","1","3","2","0","0","2","0"
"g12","V","0002071","702","139","436","14","0","0","3","0","3","0","107","351","351","20","35","12","3","1","25","4","0","2","7","2","0","5","7","6","0","2","8","8","0","5","5","4","0","3","11","3","4","1","0","0","0","0","2","3","6","12","16","21","0","0","8","14","17","22","18","0","12","15","24","52","42","82","0","12","14","25","32","46","80","0","4","5","9","11","10","13","0","6","5","10","10","10","14","0","2","1","1","0","2","6","0","1","0","3","2","1","1","17","8","14","5","15","8","14","10","48","39","21","36","24","51","20","47","32","166","30","14","12","9","6","3","7","7","19","4","5","5","2","2","0","0","0","2"
"g12","V","0002072","632","193","305","7","0","1","3","0","2","1","120","285","347","34","30","8","0","13","5","3","1","5","3","4","0","3","3","3","0","0","1","4","0","5","0","5","0","0","2","4","0","0","1","0","0","0","5","8","5","15","23","25","0","6","13","18","16","28","31","0","8","9","22","19","26","51","0","4","17","23","37","40","49","0","5","11","14","12","14","7","0","4","8","13","14","12","6","0","0","1","0","1","1","3","0","0","3","1","0","1","3","32","14","30","10","26","11","17","9","44","54","31","34","14","42","19","23","16","72","29","16","30","7","11","5","7","4","11","3","0","3","1","0","2","2","0","3"
"g12","V","0002073","356","170","97","6","4","1","4","0","2","0","72","156","200","32","12","11","3","5","6","2","1","2","1","3","0","1","0","0","0","2","0","1","0","0","1","2","1","2","0","1","1","5","0","2","0","0","2","8","17","14","13","12","0","5","11","17","20","28","23","0","2","5","6","15","14","3","0","2","4","7","15","14","10","0","3","10","10","2","7","3","0","4","11","5","8","7","2","0","1","0","2","4","2","1","0","0","1","3","2","1","0","37","24","27","13","17","6","8","13","25","16","12","3","12","14","11","7","2","20","30","9","15","4","9","2","2","0","1","8","2","3","1","2","0","0","0","1"
"g12","V","0002075","599","130","353","12","0","1","2","1","0","0","100","301","298","7","19","5","0","10","24","8","1","1","1","0","0","1","5","1","0","3","2","3","1","13","4","7","0","0","7","2","0","0","5","0","0","0","9","5","3","4","18","22","0","9","3","7","17","16","17","0","5","17","18","35","49","51","0","12","7","14","30","59","56","0","6","6","6","9","15","13","0","8","8","3","8","11","7","0","0","2","0","2","2","4","0","2","0","1","3","0","0","17","9","26","10","11","2","8","2","45","23","32","43","21","37","17","17","14","149","21","10","15","9","14","3","5","1","22","4","2","4","0","3","0","1","0","2"
"g12","V","0002077","579","153","293","15","1","0","3","0","3","0","111","288","291","31","44","19","2","4","8","5","1","1","2","0","0","3","1","2","0","0","3","2","0","6","3","2","0","5","3","7","0","1","3","0","1","0","7","13","13","12","18","11","0","5","11","17","18","16","12","0","10","19","29","39","27","19","0","13","23","28","33","31","22","0","9","14","18","6","9","3","0","5","9","15","12","8","3","0","1","4","0","2","3","2","0","1","0","4","4","1","0","34","13","23","12","19","7","11","8","26","72","30","36","30","39","10","26","5","45","34","14","21","5","15","7","5","0","10","8","4","2","1","4","2","0","0","1"
"g12","V","0002078","924","204","536","18","0","0","5","0","1","0","160","478","446","23","40","16","2","7","20","6","1","10","12","4","0","7","10","1","0","12","20","15","3","13","3","9","1","5","12","4","0","2","8","3","1","0","10","7","10","20","30","20","0","10","10","20","30","24","13","0","22","20","28","103","64","41","0","21","12","42","102","45","36","0","12","10","11","29","18","6","0","11","8","13","22","14","6","0","4","1","3","6","1","2","0","2","0","3","1","1","0","30","13","41","8","28","16","20","22","26","60","48","46","38","77","39","55","83","90","43","8","25","11","23","15","17","12","6","9","4","3","1","0","1","1","1","4"
"g12","V","0002079","727","212","369","16","1","0","1","1","3","1","123","366","361","29","30","14","3","5","17","5","0","1","13","0","0","4","4","0","0","4","9","8","1","11","2","4","0","1","5","2","0","3","12","4","0","0","6","15","15","25","22","19","0","4","13","19","21","31","22","0","12","20","31","55","55","20","0","10","19","31","49","43","24","0","11","14","13","6","13","5","0","9","11","12","12","11","6","0","1","3","2","1","1","1","0","2","2","3","4","2","1","44","15","32","13","18","13","21","11","45","56","38","42","16","59","20","28","17","93","31","14","31","10","11","3","8","3","12","10","3","3","0","2","1","0","0","4"
